City,Country,Latitude,Longitude,Humidity,Wind Speed,Cloudiness,Temperature,Date
Eureka,US,40.8021,-124.1637,87,0.49,53,53.92,1655304017
Flinders,AU,-34.5833,150.8552,57,4.0,7,57.38,1655304106
Jagüey Grande,CU,22.5269,-81.1286,61,8.32,29,86.04,1655304226
Rio Grande,BR,-32.035,-52.0986,62,2.86,0,55.51,1655304227
Kaeo,NZ,-35.1,173.7833,94,4.12,22,49.32,1655304228
Portree,GB,57.4129,-6.1942,97,11.14,100,53.53,1655304229
Olinda,BR,-8.0089,-34.8553,74,8.05,40,82.13,1655304229
Waitara,NZ,-38.925,174.25,73,18.72,49,54.5,1655304230
Mnogovershinnyy,RU,53.9353,139.9242,96,3.29,99,43.99,1655304231
Timrå,SE,62.487,17.3257,39,14.97,0,65.88,1655304232
Bogashevo,RU,56.3683,85.1447,52,4.47,0,67.84,1655304232
Stornoway,GB,58.2093,-6.3865,97,20.71,75,54.93,1655304233
Delījān,IR,33.9905,50.6838,5,16.15,0,91.74,1655304234
Samaná,DO,19.2056,-69.3369,78,0.0,40,82.62,1655304235
Hirtshals,DK,57.5881,9.9592,82,18.77,100,56.79,1655304235
Dzilam González,MX,21.2833,-88.9333,55,6.8,9,88.25,1655304236
Kaspiysk,RU,42.8816,47.6392,44,11.18,93,80.78,1655304237
Kokino,RU,52.4964,34.7808,67,8.77,84,63.63,1655304238
Kumano,JP,34.3442,132.5894,96,2.21,100,67.12,1655304239
Olafsvik,IS,64.8945,-23.7142,69,13.35,94,49.73,1655304239
Jianning,CN,27.8333,113.15,81,3.8,100,82.53,1655304240
Jiuquan,CN,39.7432,98.5174,7,4.29,100,77.0,1655304241
Sarkand,KZ,45.41,79.9186,72,5.03,87,63.86,1655304079
Altay,CN,47.8667,88.1167,55,3.87,37,67.01,1655304242
Mindelo,CV,16.8901,-24.9804,54,26.46,75,80.15,1655304244
Villarrica,PY,-25.75,-56.4333,61,5.97,0,67.23,1655304245
Porto-Novo,BJ,6.4965,2.6036,91,6.71,100,76.96,1655304246
Inhambane,MZ,-23.865,35.3833,83,11.5,40,76.98,1655304247
Williston,US,48.147,-103.618,60,8.01,97,58.03,1655304078
Sibiti,CG,-3.6819,13.3499,40,4.23,29,85.01,1655304248
Kuito,AO,-12.3833,16.9333,13,4.99,66,77.92,1655304249
Ahipara,NZ,-35.1667,173.1667,72,8.23,90,57.45,1655304250
Eséka,CM,3.65,10.7667,93,3.96,51,78.33,1655304251
Salinas,US,36.6777,-121.6555,76,3.44,40,60.3,1655304124
Coquimbo,CL,-29.9533,-71.3436,66,6.91,20,51.53,1655304252
Wolfenbüttel,DE,52.1667,10.55,34,6.91,0,81.01,1655304253
Bernau bei Berlin,DE,52.6798,13.5871,39,1.48,49,80.71,1655304254
Billings Metropolitan Area,US,45.7833,-108.5007,40,27.63,75,61.29,1655304060
Faya,SA,18.3851,42.4509,22,6.58,60,88.32,1655304255
Yumen,CN,40.2833,97.2,6,8.75,97,80.85,1655304256
Hamilton,US,39.1834,-84.5333,69,5.75,0,90.25,1655303963
Requena,ES,39.4883,-1.1004,15,12.21,100,88.79,1655304257
Margate,GB,51.3813,1.3862,52,10.25,79,75.11,1655304258
Sovetskiy,RU,61.3614,63.5842,45,6.29,87,67.8,1655304259
Nanortalik,GL,60.1432,-45.2371,88,4.36,62,38.43,1655304260
Todos Santos,MX,23.45,-110.2167,69,7.2,0,91.04,1655304218
Livny,RU,52.4253,37.6069,71,7.81,99,63.59,1655304261
Daru,PG,-9.0763,143.2092,87,14.88,78,79.39,1655304262
Baijiantan,CN,45.6333,85.1833,41,30.11,68,80.28,1655304263
Urucará,BR,-2.5364,-57.76,87,3.94,36,80.26,1655304264
Changping,CN,40.2186,116.2197,67,3.53,100,73.04,1655304265
Raub,MY,3.7899,101.857,96,0.31,100,73.44,1655304266
Caravelas,BR,-17.7125,-39.2481,54,7.16,90,75.61,1655304267
Altar,MX,30.7,-111.8167,17,3.36,0,86.4,1655304267
Coolum Beach,AU,-26.5333,153.1,98,2.93,97,60.22,1655304268
Sitka,US,57.0531,-135.33,87,6.91,40,48.09,1655304269
Lagoa,PT,39.05,-27.9833,88,11.25,0,63.66,1655304270
Saurimo,AO,-9.6608,20.3916,22,0.0,75,88.12,1655304271
Abalak,RU,58.1286,68.5944,78,4.59,94,60.13,1655304272
Houma,US,29.5958,-90.7195,76,1.99,4,89.01,1655304022
Sabha,LY,27.0377,14.4283,13,8.14,0,95.23,1655304273
Mityana,UG,0.4175,32.0228,78,4.23,98,69.33,1655304274
Swan Hill,AU,-35.3378,143.5544,95,8.48,14,49.33,1655304275
Kholtoson,RU,50.2981,103.3097,96,2.48,100,56.41,1655304276
Miramar,US,25.9873,-80.2323,70,4.61,20,90.01,1655304276
Halifax,CA,44.6453,-63.5724,72,15.01,75,64.89,1655304099
Half Moon Bay,US,37.4636,-122.4286,76,8.05,40,67.59,1655304192
Uren',RU,57.4552,45.7852,92,6.71,100,66.45,1655304279
Bambanglipuro,ID,-7.95,110.2833,87,4.54,98,77.61,1655304279
Jizan,SA,17.3333,42.6667,50,6.6,54,95.94,1655304280
Antigonish,CA,45.6169,-61.9986,74,3.0,80,63.01,1655304202
Pacific Grove,US,36.6177,-121.9166,91,10.0,20,59.9,1655303991
Ban Nahin,LA,18.2418,104.2122,94,1.61,100,75.47,1655304282
Esim,GH,4.8699,-2.2405,92,9.64,100,76.06,1655304283
Sept-Îles,CA,50.2001,-66.3821,61,5.99,20,75.72,1655304284
Anakapalle,IN,17.6833,83.0167,74,6.87,83,85.95,1655304284
Peniche,PT,39.3558,-9.3811,75,10.13,66,75.11,1655304090
Shiraz,IR,29.6036,52.5388,9,9.22,0,96.24,1655304286
Quelimane,MZ,-17.8786,36.8883,54,8.05,40,84.15,1655304288
Hirara,JP,24.8,125.2833,82,16.17,100,81.73,1655304289
Porto Nacional,BR,-10.7081,-48.4172,33,9.28,5,84.2,1655304290
Champerico,GT,14.3,-91.9167,82,6.51,100,79.34,1655304291
Xining,CN,36.6167,101.7667,33,2.62,100,63.25,1655304291
Majene,ID,-3.5403,118.9707,89,5.55,100,78.64,1655304292
Uyovu,TZ,-3.2833,31.5258,44,2.82,39,80.4,1655304293
Nuuk,GL,64.1835,-51.7216,45,10.36,40,43.41,1655304093
Harper,LR,4.375,-7.7169,88,11.3,100,76.87,1655304294
Pyinmana,MM,19.7333,96.2167,94,6.53,94,75.88,1655304295
Noumea,NC,-22.2763,166.4572,99,11.1,82,75.0,1655304296
Codrington,AU,-38.2667,141.9667,91,17.56,95,55.35,1655304296
Alkmaar,NL,52.6317,4.7486,53,4.0,55,75.88,1655304128
Bāgeshwar,IN,29.85,79.7667,31,1.77,54,83.62,1655304298
Quatre Cocos,MU,-20.2078,57.7625,79,19.35,36,71.1,1655304299
Bowen,AU,-20.0167,148.2333,79,9.51,98,68.13,1655304299
Ordu,TR,40.9086,37.6845,71,4.94,5,61.3,1655304300
Sobolevo,RU,54.4299,31.8996,81,10.16,44,61.3,1655304301
Douglas,US,41.3,-96.167,93,16.11,100,70.75,1655304302
Broken Hill,AU,-31.95,141.4333,75,9.19,97,54.54,1655304302
Jinchang,CN,38.4953,102.1739,10,6.4,37,79.11,1655304303
Mt. Pleasant,US,32.7941,-79.8626,64,3.44,40,91.38,1655304304
Lerwick,GB,60.1545,-1.1494,91,14.32,100,53.6,1655304305
Loandjili,CG,-4.7561,11.8578,71,11.12,16,76.98,1655304306
Bocas del Toro,PA,9.3333,-82.25,81,3.83,100,77.56,1655304306
Nakusp,CA,50.2499,-117.8023,87,1.14,91,53.94,1655304308
La Ronge,CA,55.1001,-105.2842,94,10.36,100,53.85,1655304308
Tallahassee,US,30.4383,-84.2807,78,4.61,40,86.32,1655304051
Dahra,DZ,36.2546,0.8519,20,9.1,32,101.59,1655304310
Dudinka,RU,69.4058,86.1778,49,11.68,100,70.63,1655304311
Oranjemund,NA,-28.55,16.4333,53,12.91,11,61.83,1655304311
Hambantota,LK,6.1241,81.1185,94,3.44,40,80.94,1655304313
Palana,RU,59.1167,159.9667,80,2.04,100,40.23,1655304314
Bulungu,CD,-4.55,18.6,31,2.82,97,93.42,1655304315
Maniitsoq,GL,65.4167,-52.9,66,8.9,38,37.65,1655304316
Bismarck,US,46.8083,-100.7837,56,16.11,0,62.65,1655304308
Serednye Vodyane,UA,47.9816,23.9104,50,6.02,51,74.12,1655304317
Chicama,PE,-7.8447,-79.1469,65,6.73,18,61.34,1655304318
Kalevala,RU,65.2,31.1667,88,10.47,100,56.7,1655304319
Zhuhai,CN,22.2769,113.5678,88,4.61,40,77.86,1655304320
Paros,GR,37.0833,25.15,61,14.97,0,80.19,1655304321
Acapulco de Juárez,MX,16.8634,-99.8901,88,12.66,100,76.82,1655304321
Rocha,UY,-34.4833,-54.3333,66,4.7,100,61.38,1655304087
Northam,GB,51.0333,-4.2167,65,7.54,70,61.39,1655304323
Cherdyn',RU,60.403,56.4787,50,1.81,45,71.01,1655304324
Lagos,NG,6.5833,3.75,87,5.1,100,78.17,1655304119
Tortolì,IT,39.9256,9.6572,66,8.05,20,85.82,1655304325
Örnsköldsvik,SE,63.2909,18.7153,40,10.16,63,64.29,1655304326
Nogliki,RU,51.8333,143.1667,87,4.38,79,49.33,1655304327
Banepā,NP,27.6298,85.5214,94,2.3,75,71.92,1655304328
Rupert,US,42.6191,-113.6772,49,12.66,0,51.19,1655304329
Morant Bay,JM,17.8815,-76.4093,71,12.68,100,87.71,1655304330
Viedma,AR,-40.8135,-62.9967,62,7.4,3,55.33,1655304331
Al Bardīyah,LY,31.7561,25.0865,56,14.25,0,79.77,1655304331
Lufkin,US,31.3382,-94.7291,77,14.97,75,85.84,1655304333
Sangīn,AF,32.0728,64.8359,6,5.3,4,98.74,1655304334
Tiarei,PF,-17.5333,-149.3333,79,21.5,26,77.0,1655304334
Campo Verde,BR,-20.4167,-54.0667,42,9.62,0,78.67,1655304335
Manjakandriana,MG,-18.9167,47.8,96,3.62,29,64.09,1655304336
Salta,AR,-24.7859,-65.4117,49,4.0,0,62.58,1655304337
Yeppoon,AU,-23.1333,150.7333,85,5.64,100,62.38,1655304338
Taoudenni,ML,22.6783,-3.9836,5,7.2,0,111.47,1655304339
Raudeberg,NO,61.9875,5.1352,91,12.26,100,56.07,1655304341
Zarubino,RU,42.63,131.0922,97,1.92,100,53.06,1655304341
Chāndbāli,IN,20.7833,86.7667,75,16.8,100,85.75,1655304343
Reserva,BR,-24.6503,-50.8506,62,1.86,100,60.42,1655304343
Manatí,PR,18.4275,-66.4921,80,10.07,100,87.87,1655304344
Conceição do Araguaia,BR,-8.2578,-49.2647,43,9.91,7,88.32,1655304345
Dalbandin,PK,28.8947,64.4101,8,13.98,42,103.39,1655304271
Ballina,AU,-28.8667,153.5667,99,6.08,0,57.02,1655304346
Bilibino,RU,68.0546,166.4372,63,5.88,0,43.02,1655304347
San Quintín,MX,30.4833,-115.95,78,2.71,28,62.96,1655304348
Great Yarmouth,GB,52.6083,1.7305,70,9.57,92,74.41,1655304349
Petauke,ZM,-14.2426,31.3253,35,3.42,0,73.58,1655304349
Jining,CN,35.405,116.5814,39,8.21,7,80.67,1655304350
Edson,CA,53.5835,-116.4356,87,8.05,75,51.94,1655304213
Kyaikto,MM,17.3,97.0167,82,4.97,100,81.45,1655304351
Alta Floresta,BR,-9.8756,-56.0861,55,2.3,0,89.42,1655304352
Slave Lake,CA,55.2834,-114.769,72,16.11,100,57.18,1655304185
Laas,IT,46.6166,10.7002,49,5.01,82,79.68,1655304354
Avera,US,33.194,-82.5271,46,4.09,36,92.37,1655304354
São Raimundo Nonato,BR,-9.0153,-42.6994,36,8.75,53,88.88,1655304355
Valparaíso,CL,-33.0393,-71.6273,84,8.05,1,53.83,1655304350
Gisborne,NZ,-38.6533,178.0042,69,7.27,2,52.59,1655304356
Astoria,US,46.1879,-123.8313,91,4.61,0,52.86,1655304357
Kasongo-Lunda,CD,-6.4667,16.8167,21,2.35,34,93.81,1655304358
Sardulgarh,IN,29.7,75.25,25,12.59,42,100.09,1655304359
Ugoofaaru,MV,5.6667,73.0,75,15.9,100,83.5,1655304360
Entre Rios,BR,-11.9419,-38.0844,67,11.01,95,77.4,1655304360
Lahaina,US,20.8783,-156.6825,84,8.41,2,76.8,1655304361
Port Said,EG,31.2565,32.2841,69,9.22,0,80.58,1655304362
Staryy Nadym,RU,65.6118,72.6842,54,15.99,100,60.24,1655304363
Mitsamiouli,KM,-11.3847,43.2844,77,5.66,3,78.46,1655304364
Wanganui,NZ,-39.9333,175.05,72,21.99,80,56.59,1655304364
Sarangani,PH,5.4033,125.4636,77,18.45,74,83.5,1655304365
Dengzhou,CN,37.8086,120.7508,83,6.96,0,63.25,1655304366
Vozhega,RU,60.4725,40.2213,59,11.32,61,62.89,1655304367
San Juan,AR,-31.5375,-68.5364,26,6.69,0,53.83,1655304129
Māngrol,IN,21.1167,70.1167,75,13.6,10,85.46,1655304368
Bosaso,SO,11.2842,49.1816,70,9.22,0,93.18,1655304369
Atasū,KZ,48.6814,71.6433,46,10.8,3,64.89,1655304370
Trairi,BR,-3.2778,-39.2689,54,11.59,46,84.45,1655304345
Arrondissement de Saint-Denis,FR,48.9167,2.3333,35,9.22,0,91.24,1655304371
Ewo,CG,-0.8725,14.8206,50,2.53,100,87.64,1655304372
Batticaloa,LK,7.7102,81.6924,78,6.53,100,80.92,1655304345
Antofagasta,CL,-23.65,-70.4,70,6.42,68,58.28,1655304160
Tsumeb,NA,-19.2333,17.7167,14,3.24,0,74.46,1655304374
Oddur,SO,4.1213,43.8894,34,16.53,15,86.56,1655304375
Vryburg,ZA,-26.9566,24.7284,35,9.66,5,52.93,1655304376
Dhāmpur,IN,29.3167,78.5167,18,7.61,32,102.56,1655304377
Gobabis,NA,-22.45,18.9667,16,5.84,0,64.13,1655304378
La Salle,US,41.3334,-89.0918,60,14.97,0,87.26,1655304378
Alamosa,US,37.4695,-105.87,21,10.36,0,60.78,1655304379
Vanimo,PG,-2.6741,141.3028,87,6.22,95,78.93,1655304380
Stromness,GB,58.965,-3.296,86,8.01,100,55.87,1655304193
Vanavara,RU,60.34,102.2797,77,4.45,83,63.01,1655304381
Shīeli,KZ,44.1667,66.75,20,11.59,0,85.68,1655304382
Methóni,GR,36.8197,21.7049,63,3.74,19,84.06,1655304383
Kanigoro,ID,-8.13,112.219,93,3.4,84,73.9,1655304384
Kalmunai,LK,7.4167,81.8167,82,9.01,100,80.19,1655304384
‘Ewa Beach,US,21.3156,-158.0072,76,3.44,75,75.15,1655304385
Evinayong,GQ,1.4368,10.5512,90,1.97,49,75.2,1655304386
Cirò Marina,IT,39.3732,17.126,49,4.34,16,87.67,1655304387
Chapais,CA,49.7834,-74.8492,34,9.66,69,69.58,1655304388
Rolla,US,37.9514,-91.7713,66,11.99,28,86.05,1655304388
Mayna,RU,54.1135,47.6231,69,7.99,84,72.19,1655304389
Barra de Tecoanapa,MX,16.5167,-98.75,71,10.98,100,82.35,1655304390
Robertsport,LR,6.7533,-11.3686,77,14.74,100,80.51,1655304391
Kaohsiung City,TW,22.6163,120.3133,80,2.3,75,85.03,1655304131
Somerset,US,40.5668,-74.5496,54,3.44,0,83.39,1655303855
Lālsot,IN,26.5667,76.3333,33,8.03,23,97.79,1655304393
Leh,IN,34.1667,77.5833,52,6.89,59,55.0,1655304393
Linares,CL,-35.85,-71.6,71,3.6,13,53.08,1655304394
Strezhevoy,RU,60.7333,77.5889,89,11.45,100,58.8,1655304395
Ayan,RU,56.45,138.1667,94,3.2,100,42.13,1655304396
Taku,CN,39.0211,117.6469,76,10.13,99,67.96,1655304397
Lamar,US,33.6668,-95.5836,74,16.11,20,83.98,1655304397
Grand-Santi,GF,4.25,-54.3833,69,5.39,24,83.53,1655304398
Kottagūdem,IN,17.55,80.6333,55,2.75,80,90.7,1655304399
Paungde,MM,18.4833,95.5,76,10.63,91,82.18,1655304400
Kupang,ID,-10.1667,123.5833,73,12.03,5,78.04,1655304401
Aswān,EG,24.0934,32.907,16,16.11,0,99.7,1655304402
Turkmenabat,TM,39.0733,63.5786,13,11.5,0,100.38,1655304403
Berezovyy,RU,51.6667,135.7,89,3.09,71,58.55,1655304404
Salihorsk,BY,52.7876,27.5415,71,12.12,54,63.7,1655304405
Rapid Valley,US,44.0625,-103.1463,32,9.22,0,67.71,1655304405
Karratha,AU,-20.7377,116.8463,67,4.7,7,74.39,1655304406
Portland,US,45.5234,-122.6762,83,4.0,0,55.9,1655304169
Abu Dhabi,AE,24.4667,54.3667,63,12.66,5,98.71,1655304408
Sinnamary,GF,5.3833,-52.95,67,10.49,29,83.55,1655304408
Port Blair,IN,11.6667,92.75,78,5.06,99,82.29,1655304409
Winton,US,37.3894,-120.6133,50,3.44,0,69.75,1655304410
Katsuura,JP,35.1333,140.3,93,6.55,100,66.67,1655304411
Tessalit,ML,20.1986,1.0114,16,15.77,45,106.38,1655304411
Kavaratti,IN,10.5669,72.642,74,20.6,100,83.39,1655304412
Huambo,AO,-12.7761,15.7392,13,5.64,39,76.69,1655304407
Henties Bay,NA,-22.116,14.2845,56,9.04,1,63.03,1655304414
Udachny,RU,66.4167,112.4,48,14.41,71,64.45,1655304414
Duvergé,DO,18.3784,-71.5247,52,9.44,100,84.25,1655304415
Basoko,CD,1.2391,23.616,55,0.27,100,85.66,1655304416
Khandyga,RU,62.6667,135.6,94,3.0,100,50.54,1655304417
Venice,US,27.0998,-82.4543,70,10.36,0,91.15,1655304260
Ust'-Uda,RU,54.1742,103.0304,78,2.48,100,66.52,1655304418
Coahuayana Viejo,MX,18.7333,-103.6833,63,0.72,99,86.52,1655304419
Linxia Chengguanzhen,CN,35.6003,103.2064,42,4.79,100,62.19,1655304420
Antalya Province,TR,36.7741,30.7178,65,14.97,40,82.09,1655304126
Vung Tau,VN,10.346,107.0843,74,6.44,100,83.8,1655304233
Skjervøy,NO,70.0311,20.9714,78,7.67,96,51.8,1655304422
Korla,CN,41.7597,86.1469,7,6.8,33,89.82,1655304423
Saint-Augustin,CA,51.226,-58.6502,35,6.98,0,70.56,1655304424
Tagusao,PH,9.1924,117.8141,76,7.47,38,80.53,1655304425
Ixtapa,MX,20.7,-105.2,83,1.99,75,82.22,1655304126
Dalvik,IS,65.9702,-18.5286,65,7.07,56,64.33,1655304426
St. George's,GD,12.0564,-61.7485,79,20.71,75,83.88,1655304427
Chatrapur,IN,19.35,84.9833,82,14.79,100,84.43,1655304428
Belmonte,BR,-15.8631,-38.8828,56,11.63,100,76.96,1655304430
Emirdağ,TR,39.0197,31.15,40,3.96,90,73.51,1655304430
Banda Aceh,ID,5.5577,95.3222,76,12.1,100,80.02,1655304431
Mount Isa,AU,-20.7333,139.5,38,9.22,41,58.77,1655304433
Marang,MY,5.2056,103.2059,82,6.91,94,78.71,1655304434
Walvis Bay,NA,-22.9575,14.5053,27,8.05,0,79.75,1655304435
Dunda,TZ,-8.1167,34.25,32,4.16,5,80.47,1655304436
Senaki,GE,42.2704,42.0675,69,8.05,87,66.29,1655304436
Najrān,SA,17.4924,44.1277,11,18.52,88,97.45,1655304437
Erzin,TR,36.9559,36.2,66,6.53,0,78.15,1655304438
Ajdabiya,LY,30.7554,20.2263,52,17.45,0,81.28,1655304439
Kostomuksha,RU,64.571,30.5767,94,8.57,100,54.18,1655304440
Phonhong,LA,18.5007,102.4166,94,1.88,99,75.36,1655304440
Takoradze,GH,4.8845,-1.7554,93,8.41,100,75.27,1655304442
Laguna,US,38.421,-121.4238,49,1.01,0,75.94,1655304443
Sharkan,RU,57.2989,53.8712,76,8.01,43,70.0,1655304443
Lehigh Acres,US,26.6254,-81.6248,72,5.75,0,89.01,1655304444
Sabang,ID,5.8933,95.3214,75,18.88,100,81.9,1655304445
Morehead,US,37.2711,-87.1764,73,3.44,0,86.79,1655304446
Gimli,CA,50.6336,-96.9907,72,13.8,1,62.62,1655304446
Huangmei,CN,30.1924,116.025,90,2.19,51,74.89,1655304448
Vao,NC,-22.6667,167.4833,83,22.32,100,73.04,1655304449
Luancheng,CN,37.8792,114.6517,41,7.61,80,77.16,1655304449
Namatanai,PG,-3.6667,152.4333,80,7.7,96,79.11,1655304450
Los Algarrobos,PA,8.5,-82.4333,94,4.61,40,75.61,1655304451
Ormara,PK,25.2088,64.6357,84,18.5,0,82.4,1655304452
Narón,ES,43.5167,-8.1528,63,4.79,99,82.04,1655304452
Teknāf,BD,20.8624,92.3058,86,9.01,80,80.92,1655304453
Weyburn,CA,49.6668,-103.8511,67,12.66,59,55.62,1655304454
Lorengau,PG,-2.0226,147.2712,75,7.61,93,81.84,1655304455
Sawākin,SD,19.1059,37.3321,43,11.63,75,95.47,1655304456
Peterhead,GB,57.5058,-1.7981,77,14.74,22,66.6,1655304458
Zeya,RU,53.75,127.2667,86,3.56,96,56.28,1655304458
Plano,US,33.0198,-96.6989,71,16.11,40,85.59,1655304174
Tegul'det,RU,57.3064,88.1667,78,5.1,2,61.32,1655304460
Agadir,MA,30.4202,-9.5982,60,8.68,75,81.05,1655304460
Guantánamo,CU,20.1444,-75.2092,53,7.36,1,83.77,1655304461
Pisco,PE,-13.7,-76.2167,72,2.3,20,63.01,1655304462
Gravelbourg,CA,49.8834,-106.5512,88,7.81,98,52.07,1655304463
Rila,BG,42.1333,23.1333,49,4.97,6,72.48,1655304464
Energetik,RU,51.7445,58.7934,45,6.04,0,72.66,1655304464
Richards Bay,ZA,-28.783,32.0377,54,11.27,32,63.99,1655304465
Cape Coast,GH,5.1053,-1.2466,95,11.05,100,75.29,1655304466
Solnechnyy,RU,50.7214,136.6319,77,4.09,15,60.37,1655304467
Emba,KZ,48.8264,58.1442,26,5.95,2,80.19,1655304468
Sovetskaya Gavan',RU,48.9723,140.2878,90,7.31,28,49.59,1655304469
Moyale,KE,3.5167,39.0584,46,10.22,5,77.0,1655304470
Pompéu,BR,-19.2244,-44.9353,42,2.84,100,76.24,1655304470
Siuna,NI,13.7332,-84.7773,71,5.28,100,80.02,1655304471
Qasigiannguit,GL,68.8193,-51.1922,65,3.22,100,35.85,1655304472
Luwuk,ID,-0.9516,122.7875,85,1.97,67,76.26,1655304473
Setermoen,NO,68.861,18.3486,61,3.0,100,57.16,1655304474
Vuktyl,RU,63.8567,57.3094,48,7.2,38,67.28,1655304476
Saint-Joseph,RE,-21.3667,55.6167,82,12.97,18,71.98,1655304476
Ambon City,ID,-3.6954,128.1814,15,2.3,40,78.24,1655304478
Ubari,LY,26.5921,12.7805,11,10.42,0,96.57,1655304299
Uri,IN,34.0833,74.0333,73,11.52,86,68.07,1655304479
Poum,NC,-20.2333,164.0167,82,14.2,1,76.5,1655304480
Ternate,ID,0.8,127.4,79,4.03,98,80.42,1655304480
Akdepe,TM,42.0551,59.3788,19,19.3,0,96.89,1655304481
Dwārka,IN,22.2394,68.9678,78,15.79,38,85.86,1655304482
Chiman,PK,32.5463,73.8138,15,5.41,36,105.12,1655304483
Claremore,US,36.3126,-95.6161,73,17.27,0,83.14,1655304484
Natal,BR,-5.795,-35.2094,58,13.8,40,88.02,1655304248
Gweta,BW,-20.1833,25.2333,25,6.71,0,73.08,1655304486
Kilakarai,IN,9.2333,78.7833,75,17.9,100,84.13,1655304486
Moerai,PF,-22.4333,-151.3333,67,10.69,100,74.77,1655304487
Pringsewu,ID,-5.3582,104.9744,90,1.28,100,72.72,1655304488
Timizart,DZ,36.8,4.2667,23,8.75,23,95.61,1655304489
Rock Springs,US,41.5875,-109.2029,51,16.11,0,48.24,1655304200
Reinbek,DE,53.5167,10.25,43,6.15,14,75.76,1655304490
Whitehorse,CA,60.7161,-135.0538,81,3.44,75,47.17,1655304491
Zabaykal'sk,RU,49.6333,117.3167,80,1.68,27,57.63,1655304492
Sambava,MG,-14.2667,50.1667,86,8.86,50,73.89,1655304492
Soledade,BR,-28.8183,-52.5103,63,5.84,32,59.9,1655304493
Ngawen,ID,-7.0032,111.3129,91,4.0,71,76.24,1655304494
Moses Lake,US,47.1301,-119.2781,81,6.91,0,50.88,1655304496
Chunskiy,RU,56.0815,99.6342,93,2.77,100,62.91,1655304496
Conakry,GN,9.538,-13.6773,70,9.22,75,86.07,1655304217
Yerbogachën,RU,61.2767,108.0108,79,4.18,22,58.82,1655304498
Monrovia,LR,6.3005,-10.7969,81,12.73,100,79.59,1655304499
Mossamedes,AO,-15.1961,12.1522,60,9.08,18,71.76,1655304500
Sidi Ali,DZ,36.0998,0.4206,33,10.71,64,91.54,1655304502
Fujin,CN,47.26,132.0322,82,8.59,94,57.34,1655304503
Saint-Leu,RE,-21.15,55.2833,74,4.05,11,73.31,1655304504
Canary Islands,ES,28.0,-15.5,48,27.63,0,71.56,1655304505
Shingū,JP,33.7333,135.9833,93,1.7,100,67.78,1655304505
Pauini,BR,-7.7136,-66.9764,60,1.05,79,83.77,1655304506
Buziaş,RO,45.6492,21.6036,30,5.14,7,81.54,1655304507
Spornoye,RU,50.8448,37.2913,72,5.26,88,62.53,1655304508
Kommunar,RU,59.6206,30.39,95,18.75,100,56.73,1655304509
Kaliua,TZ,-5.0606,31.7936,37,3.27,88,80.98,1655304510
Batagay-Alyta,RU,67.8006,130.4114,90,4.92,91,51.21,1655304511
Teahupoo,PF,-17.8333,-149.2667,80,20.67,33,71.53,1655304512
Yaoundé,CM,3.8667,11.5167,90,1.9,79,75.27,1655304451
Tsimmerbude,RU,54.675,20.1347,71,11.14,68,64.96,1655304514
Hereford,GB,52.0568,-2.7148,53,2.86,100,74.8,1655304515
Kirakira,SB,-10.4544,161.9205,85,7.7,92,79.65,1655304515
Mormugao,IN,15.4,73.8,79,9.22,40,83.46,1655304516
Acarí,PE,-15.4311,-74.6158,56,5.57,14,69.21,1655304517
Londoko,RU,49.0333,131.9833,92,1.48,35,55.13,1655304518
Qujing,CN,25.4833,103.7833,88,3.83,100,61.21,1655304519
Ruidoso,US,33.3317,-105.673,23,5.75,0,80.06,1655304519
Itoman,JP,26.1247,127.6694,96,11.5,75,75.97,1655304520
